STUDENT_IDENTIFIER;STDNT_AGE;STDNT_GENDER;STDNT_BACKGROUND;IN_STATE_FLAG;INTERNATIONAL_STS;STDNT_MAJOR;STDNT_MINOR;STDNT_TEST_ENTRANCE;FIRST_TERM;CORE_COURSE_NAME_1_F;CORE_COURSE_GRADE_1_F;CORE_COURSE_NAME_2_F;CORE_COURSE_GRADE_2_F;CORE_COURSE_NAME_3_F;CORE_COURSE_GRADE_3_F;SECOND_TERM;CORE_COURSE_NAME_1_S;CORE_COURSE_GRADE_1_S;CORE_COURSE_NAME_2_S;CORE_COURSE_GRADE_2_S;CORE_COURSE_NAME_3_S;CORE_COURSE_GRADE_3_S;HOUSING_STS;RETURNED_2ND_YR;DISTANCE_FROM_HOME;HIGH_SCHL_GPA;HIGH_SCHL_NAME;FATHER_HI_EDU_CD;FATHER_HI_EDU_DESC;MOTHER_HI_EDU_CD;MOTHER_HI_EDU_DESC;DEGREE_GROUP_CD;DEGREE_GROUP_DESC;FIRST_TERM_ATTEMPT_HRS;FIRST_TERM_EARNED_HRS;SECOND_TERM_ATTEMPT_HRS;SECOND_TERM_EARNED_HRS;UNMET_NEED
7913692;18;F;BGD 3;Y;N;Exercise Science;N;910;201008;HIST 2112;C;MATH 1101;C;ITDS 2746;B;201102;POLS 1101;F;ENGL 1101;C;SOCI 1101;B;On Campus;1;90;3,1;SCHOOL 338;3;CollegeBeyond;2;High School;B;Bachelors;12;12;13;6;
7920774;18;F;BGD 3;Y;N;Sociology;N;1030;201008;MATH 1101;C;SOCI 1101;C;ENGL 1101;B;201102;BIOL 1215K;F;ANTH 1105I;C;ITDS 2735;C;On Campus;1;150;2,28;SCHOOL 467;2;High School;3;College/Beyond;B;Bachelors;12;12;15;11;
8017431;18;M;BGD 1;Y;N;Biology and Secondary Ed;N;1110;200708;BIOL 1125;D;ARTH 1100;C;HIST 2111;C;200802;POLS 1101;F;ENGL 1101;C;PSYC 1101;C;Off Campus;1;69;1,92;SCHOOL 10;2;High School;2;High School;B;Bachelors;13;9;15;8;
7921196;19;M;BGD 1;Y;N;Criminal Justice;N;990;200808;BIOL 1125;D;CPSC 1105;C;POLS 1101;C;200902;MATH 1111;F;GEOL 1110;C;ITDS 2726;A;Off Campus;1;69;2,37;SCHOOL 11;;No Information;;No Information;B;Bachelors;12;12;12;6;
7832832;18;F;BGD 3;Y;N;Health Science;Biology;910;200808;CHEM 1151;D;HIST 2112;C;CHEM 1151L;B;200902;MATH 1111;F;COMM 1110;C;ENGL 1101;C;Off Campus;1;0;2,61;SCHOOL 337;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;14;7;15;12;509741
7962543;18;F;BGD 1;Y;N;Undeclared;N;1030;200908;COMM 1110;D;ENGL 1101;C;POLS 1101;C;201002;SOCI 1101;F;CPSC 1105;C;ENGL 1102;B;Off Campus;1;69;2,9;SCHOOL 27;3;CollegeBeyond;2;High School;B;Bachelors;12;9;15;12;651180
7925809;18;F;BGD 1;Y;N;General Business;N;;200708;ENGL 1101;D;POLS 1101;C;;;200802;MATH 1111;F;HIST 2111;C;;;Off Campus;1;69;3,38;SCHOOL 3;2;High School;2;High School;B;Bachelors;13;6;12;3;
7907640;18;F;BGD 1;Y;N;Early Childhood Education;N;990;201008;GEOL 1121;D;GEOL 1121L;C;ENGL 1102;B;201102;ECON 2106;F;ITDS 2735;C;BIOL 1125;B;Off Campus;1;0;2,93;SCHOOL 1;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;15;8;15;12;
7779511;18;F;BGD 1;Y;N;Accounting;N;950;200608;HIST 1111;D;COMM 1110;C;ENGL 1101;C;200702;ENGL 1102;F;POLS 1101;C;ITDS 2735;A;Off Campus;0;69;3,73;SCHOOL 3;1;Middle School/Junior High;2;High School;B;Bachelors;12;12;12;9;
7943173;18;F;BGD 1;Y;N;Undeclared;N;910;200908;HIST 2112;D;SPAN 1002;C;ENGL 1101;B;201002;MATH 1111;F;ASTR 1105;C;ENGL 1102;B;On Campus;0;90;2,69;SCHOOL 22;2;High School;2;High School;B;Bachelors;15;15;12;9;561600
7862761;18;F;BGD 1;Y;N;Early Childhood Education;N;1030;201008;MATH 1101;D;PSYC 1101;C;CPSC 1105;B;201102;GEOL 1121;F;BIOL 1125;C;COMM 1110;B;On Campus;1;181;3,4;SCHOOL 348;3;CollegeBeyond;2;High School;B;Bachelors;15;12;16;13;
8009758;18;F;BGD 3;Y;N;Biology;N;990;200608;MATH 1111;D;ENGL 1101;C;MUSC 1100;C;200702;HIST 2112;F;ITDS 2735;C;POLS 1101;B;Off Campus;1;0;3,67;SCHOOL 14;;No Information;2;High School;B;Bachelors;16;9;14;8;
7983032;17;F;BGD 3;Y;N;Nursing;N;1030;200708;MATH 1111;D;CHEM 1151;C;ENGL 1101;C;200802;ITDS 1155;F;HIST 2111;C;PSYC 1101;C;On Campus;1;69;3,73;SCHOOL 153;2;High School;3;College/Beyond;B;Bachelors;15;3;16;9;
7954168;18;M;BGD 1;Y;N;Criminal Justice;N;;200908;MATH 1111;D;ENGL 1101;C;COMM 1110;B;201002;MATH 1113;F;ECON 2105;C;GEOL 1121;C;Off Campus;1;0;2,4;SCHOOL 24;2;High School;2;High School;B;Bachelors;12;12;12;9;468000
7889388;18;F;BGD 3;Y;N;Biology;N;1030;200808;MUSC 1100;D;CHEM 1211;C;MATH 1111;C;200902;HIST 2111;F;ENGL 1101;C;PSYC 1101;C;Off Campus;1;69;3,26;SCHOOL 11;2;High School;4;Other/Unknown;B;Bachelors;13;10;15;9;
7924352;18;F;BGD 3;Y;N;Communication;N;950;200808;POLS 1101;D;ENGL 1101;C;THEA 1100;B;200902;HIST 2111;F;ENGL 1102;C;;;Off Campus;1;0;2,81;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;13;3;
7848019;18;F;BGD 3;Y;N;Undeclared;N;1110;200708;PSYC 1101;D;COMM 1110;C;MATH 1111;C;200802;ENGL 1102;F;HIST 2112;C;;;Off Campus;0;0;3,36;SCHOOL 14;1;Middle School/Junior High;2;High School;B;Bachelors;14;14;12;5;62400
7770105;18;M;BGD 3;Y;N;Management;N;950;200808;SPAN 1001;D;ENGL 1101;C;HIST 2111;C;200902;MATH 1113;F;ENGL 1102;C;HIST 2112;C;On Campus;0;150;2,33;SCHOOL 247;;No Information;;No Information;B;Bachelors;15;15;17;11;-120000
7918594;18;F;BGD 3;Y;N;Biology;N;990;200508;CHEM 1211;F;ARTH 1100;C;CHEM 1211L;C;200602;MATH 1111;F;ENGL 1101;C;;;On Campus;0;150;3,1;SCHOOL 160;3;CollegeBeyond;2;High School;B;Bachelors;14;11;11;5;
7840578;19;M;BGD 1;Y;N;Undeclared;N;;200608;ECON 2105;F;COMM 1110;C;POLS 1101;C;200702;HIST 2111;F;MUSC 1100;C;ITDS 2735;B;On Campus;0;150;2,23;SCHOOL 82;;No Information;;No Information;B;Bachelors;13;6;15;8;
7829084;18;M;BGD 1;Y;N;Undeclared;N;1030;200908;GEOG 1101I;F;ENVS 1105I;C;GEOL 1121;C;201002;HIST 1111;F;ARTH 1100;C;ENGL 1101;B;Off Campus;1;0;2,3;SCHOOL 1;2;High School;3;College/Beyond;B;Bachelors;9;9;12;7;560880
7937823;19;M;BGD 1;Y;N;Engineering Studies;N;1380;200808;HIST 2111;F;ARTH 1100;C;MATH 1131;C;200902;HIST 2112;F;ENGL 1102;C;MATH 1132;C;Off Campus;0;150;3,03;SCHOOL 216;3;CollegeBeyond;3;College/Beyond;B;Bachelors;17;14;17;14;-347580
7901242;17;F;BGD 1;Y;N;Undeclared;N;950;200708;MATH 1111;F;COMM 1110;C;ENGL 1101;C;200802;PSYC 1101;F;ENGL 1102;C;SPAN 1001;C;Off Campus;1;69;2,27;SCHOOL 1;2;High School;2;High School;B;Bachelors;12;9;12;9;-210840
7874274;18;F;BGD 3;Y;N;Psychology;History;790;200908;MATH 1111;F;HIST 1112I;C;ENVS 1105I;B;201002;ARTH 1100;F;HIST 2112;C;PSYC 1101;C;On Campus;1;0;2,76;SCHOOL 48;2;High School;2;High School;B;Bachelors;15;12;15;12;302100
7919165;18;F;BGD 3;Y;N;Pre-Business;N;910;200908;POLS 1101;F;HIST 2111;C;ENGL 1101;B;201002;MATH 1111;F;BIOL 1125;C;ENGL 1102;B;On Campus;1;90;3,31;SCHOOL 33;2;High School;2;High School;B;Bachelors;16;9;15;12;497820
7792206;18;F;BGD 3;Y;N;Nursing;N;870;200608;PSYC 1101;F;HIST 2111;C;ENGL 1101;B;200702;PSYC 1101;F;ENGL 1102;C;MUSC 1100;C;Off Campus;1;0;3,13;SCHOOL 70;2;High School;3;College/Beyond;B;Bachelors;13;6;15;12;
7866344;18;F;BGD 3;Y;N;Psychology;N;910;200708;PSYC 1101;F;COMM 1110;C;HIST 2111;C;200802;PSYC 1101;F;ENGL 1101;C;SPAN 1002;B;Off Campus;1;0;2,69;SCHOOL 13;4;OtherUnknown;2;High School;B;Bachelors;16;13;15;8;
7872531;18;M;BGD 3;Y;N;Undeclared;N;;200808;PSYC 1101;F;ENGL 1101;C;HIST 2112;C;200902;ENGL 1102;F;SPAN 1002;C;ITDS 1146;B;On Campus;1;150;2,68;SCHOOL 235;2;High School;2;High School;B;Bachelors;13;6;13;10;
7838933;17;M;BGD 3;Y;N;Engineering Studies;N;790;200708;HIST 2111;NOT REP;MUSC 1100;C;ENGL 1101;B;200802;ECON 2105;F;ENGL 1102;C;;;Off Campus;1;0;2,75;SCHOOL 14;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;6;8;4;886320
7920191;18;M;BGD 1;Y;N;Biology;Spanish;;200808;ARTH 1100;D;HIST 2111;D;ENGL 1101;C;200902;ENGL 1102;F;SPAN 1002;C;;;Off Campus;1;69;3,12;SCHOOL 11;2;High School;2;High School;B;Bachelors;15;9;12;5;315420
7960820;18;F;BGD 1;Y;N;Health and Physical Education;Communication;910;200808;ARTH 1100;D;COMM 1110;D;ENGL 1101;C;200902;ECON 2105;F;ENGL 1102;C;HIST 2111;C;Off Campus;1;69;2,77;SCHOOL 87;;No Information;;No Information;B;Bachelors;12;9;14;7;
7861880;18;M;BGD 1;Y;N;Undeclared;N;950;200608;COMM 1110;D;MUSC 1100;D;HIST 2111;B;200702;SPAN 1001;F;HIST 2112;C;ENGL 1101;A;Off Campus;1;69;3,07;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;12;12;12;9;
8027215;18;F;BGD 3;Y;N;Mathematics and Secondary Ed;N;830;200708;COMM 1110;D;HIST 2111;D;ENGL 1101;C;200802;HIST 2112;F;MUSC 1100;C;ITDS 2735;B;Off Campus;1;69;3,5;SCHOOL 17;;No Information;3;College/Beyond;B;Bachelors;18;11;13;10;150120
7774905;18;M;BGD 3;Y;N;Computer Science - Games;N;950;200708;CPSC 1301;D;POLS 1101;D;ENGL 1101;C;200802;MATH 1111;F;ENGL 1102;C;HIST 1111;C;On Campus;1;150;2,43;SCHOOL 84;2;High School;3;College/Beyond;B;Bachelors;17;10;16;9;
7807914;17;M;BGD 2;Y;N;Computer Science - Systems;N;950;200708;CPSC 1301;D;MATH 1111;D;ENGL 1101;B;200802;MATH 1113;F;ENGL 1102;C;PSYC 1101;C;On Campus;1;150;3,22;SCHOOL 280;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;9;16;13;
7994222;18;F;BGD 3;Y;N;Psychology;N;1510;201008;ENGL 1102;D;HIST 2112;D;BIOL 1215K;B;201102;ENGL 1102;F;ITDS 1156;C;ECON 2106;B;On Campus;1;235;3,15;SCHOOL 20;2;High School;4;Other/Unknown;B;Bachelors;16;13;16;13;
7805434;18;M;BGD 3;Y;N;Chemistry;N;;200808;HIST 2112;D;POLS 1101;D;ANTH 1105;C;200902;ECON 2105;F;ENGL 1102;C;;;Off Campus;0;0;3,06;SCHOOL 17;2;High School;;No Information;B;Bachelors;12;12;12;9;412260
7861232;18;M;BGD 3;Y;N;Management;N;950;200608;PSYC 1101;D;POLS 1101;D;ECON 2105;C;200702;MATH 1111;F;ENGL 1101;C;ITDS 2735;C;Off Campus;1;69;2,53;SCHOOL 85;2;High School;2;High School;B;Bachelors;16;12;12;6;771300
8033910;18;M;BGD 3;Y;N;Computer Science - Games;N;1070;200908;CPSC 1301;F;HIST 1111;D;CPSC 1301L;C;201002;MATH 1111;F;MUSC 1100;C;COMM 1110;A;On Campus;1;150;2,7;SCHOOL 74;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;10;14;11;
8030700;19;M;BGD 2;Y;N;Undeclared;N;1070;200508;ECON 2105;F;MATH 1111;D;HIST 2112;C;200602;ENGL 1101;F;ECON 2105;C;ECON 2106;C;Off Campus;1;0;2,5;SCHOOL 13;3;CollegeBeyond;2;High School;B;Bachelors;12;9;12;9;901200
7985892;18;F;BGD 3;Y;N;Psychology;N;870;200508;ENGL 1101;F;HIST 2111;D;POLS 1101;D;200602;COMM 1110;F;ENGL 1101;C;THEA 1100;A;On Campus;0;150;2,3;SCHOOL 84;4;OtherUnknown;2;High School;B;Bachelors;12;9;14;8;745920
7807777;18;F;BGD 3;Y;N;Psychology;N;;200608;HIST 2111;F;MATH 1101;D;ENGL 1101;C;200702;HIST 2111;F;ENGL 1102;C;;;Off Campus;1;0;2,9;SCHOOL 13;2;High School;2;High School;B;Bachelors;13;6;13;3;
7959862;18;M;BGD 1;Y;N;Marketing;N;;200708;HIST 2112;F;ENGL 1101;D;;;200802;ECON 2105;F;HIST 2111;C;THEA 1100;C;Off Campus;1;0;2,48;SCHOOL 5;;No Information;;No Information;B;Bachelors;12;6;14;7;
7829505;17;F;BGD 1;Y;N;Art;Music;1220;200708;MATH 1111;F;ENGL 1101;D;ITDS 2735;D;200802;COMM 1110;F;MUSC 1100;C;;;Off Campus;1;138;2,25;SCHOOL 30;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;5;15;12;
7962314;18;M;BGD 1;Y;N;Management;N;990;200808;MATH 1111;F;ECON 2105;D;HIST 2112;D;200902;FREN 1001;F;MATH 1111;C;MUSC 1100;C;Off Campus;1;0;2,5;SCHOOL 24;2;High School;2;High School;B;Bachelors;12;9;12;9;696900
7755980;17;F;BGD 3;Y;N;Management;N;950;200808;ARTH 1100;F;BIOL 1125;F;COMM 1110;F;200902;HIST 2112;F;ENGL 1102;C;;;On Campus;0;138;3,31;SCHOOL 109;2;High School;2;High School;B;Bachelors;15;6;13;3;590460
7852628;18;F;BGD 1;Y;N;Biology;N;990;200908;CHEM 1211;F;ENGL 1101;F;ITDS 2748;D;201002;POLS 1101;F;ENGL 1102;C;PSYC 1101;C;On Campus;1;150;2,66;SCHOOL 67;;No Information;;No Information;B;Bachelors;16;9;15;12;
7970246;17;F;BGD 3;Y;N;Sociology;N;910;200708;COMM 1110;F;POLS 1101;F;ENGL 1101;B;200802;HIST 2111;F;ENGL 1102;C;MUSC 1100;B;On Campus;1;181;3,13;SCHOOL 304;2;High School;2;High School;B;Bachelors;12;6;16;13;
7790552;18;M;BGD 6;Y;N;Pre-Business;N;;201008;ECON 2106;F;HIST 2111;F;PHYS 1125;F;201102;SPAN 1001;F;ENGL 1102;C;ITDS 2735;C;Off Campus;1;69;2,9;SCHOOL 24;;No Information;;No Information;B;Bachelors;15;6;7;4;
7992360;18;F;BGD 1;Y;N;Undeclared;N;870;200808;ENGL 1101;F;HIST 2112;F;COMM 1110;D;200902;HIST 2112;F;ENGL 1101;C;;;Off Campus;0;69;2,57;SCHOOL 34;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;4;10;3;
7874595;18;F;BGD 1;Y;N;Middle Grades Education;N;990;200508;HIST 2111;F;MATH 1111;F;ENGL 1101;C;200602;PSYC 1101;F;COMM 1110;C;LEAD 1705;A;On Campus;1;138;2,71;SCHOOL 30;3;CollegeBeyond;2;High School;B;Bachelors;16;6;12;9;-288180
7962501;18;M;BGD 1;Y;N;Engineering Studies;N;910;200608;HIST 2111;F;MATH 1111;F;ENGL 1101;D;200702;ECON 2106;F;HIST 2111;C;ENGL 1101;B;Off Campus;1;69;2,64;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;0;12;9;-199440
7868165;18;F;BGD 3;Y;N;Management;Political Science;990;200808;HIST 2111;F;PSYC 1101;F;;;200902;ARTH 1100;F;ENGL 1101;C;;;On Campus;0;0;2,8;SCHOOL 17;2;High School;2;High School;B;Bachelors;12;6;14;4;
7897856;18;M;BGD 3;Y;N;Pre-Business;N;870;201008;HIST 2111;F;MUSC 1100;F;ENGL 1101;C;201102;ENGL 1102;F;POLS 1101;C;;;On Campus;1;138;2,32;SCHOOL 509;2;High School;3;College/Beyond;B;Bachelors;14;4;13;6;
7866175;18;F;BGD 3;Y;N;Psychology;N;830;200708;MATH 1111;F;POLS 1101;F;HIST 2112;C;200802;COMM 1110;F;ENGL 1101;C;PSYC 1101;C;Off Campus;0;0;2,88;SCHOOL 34;4;OtherUnknown;1;Middle School/Junior High;B;Bachelors;13;4;13;6;321660
8012399;18;M;BGD 1;Y;N;Biology;N;990;200508;ARTH 1100;INCOMPL;CHEM 1211;INCOMPL;CHEM 1211L;INCOMPL;200602;MATH 1111;F;ECON 2105;C;POLS 1101;B;Off Campus;1;69;3,43;SCHOOL 9;2;High School;3;College/Beyond;B;Bachelors;14;14;12;9;-288180
7791484;18;F;BGD 1;Y;N;Biology;N;1220;200508;MATH 1113;A;;;;;200602;ENGL 1101;F;ARTH 1100;C;POLS 1101;B;Off Campus;1;69;3,6;SCHOOL 2;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;13;12;9;
7968642;18;M;BGD 1;Y;N;Health Science;N;;200808;ENGL 1101;B;;;;;200902;MATH 1111;F;ENGL 1102;C;MUSC 1100;C;Off Campus;1;69;2,33;SCHOOL 8;;No Information;;No Information;B;Bachelors;12;8;12;9;
7951974;23;M;BGD 1;Y;N;Pre-Business;N;910;201008;ENGL 1101;B;;;;;201102;HIST 1112;F;MUSC 1100;C;PSYC 1101;C;Off Campus;1;0;2;SCHOOL 34;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;8;12;9;
7940241;18;F;BGD 3;Y;N;Criminal Justice;N;830;200508;ANTH 1105;C;;;;;200602;HIST 2112;F;ENGL 1101;C;THEA 1100;B;Off Campus;0;69;3;SCHOOL 27;1;Middle School/Junior High;2;High School;B;Bachelors;13;7;13;10;703860
7914674;18;F;BGD 3;Y;N;Theatre Education;Theatre Arts;870;200808;ENGL 1101;C;;;;;200902;MATH 1101;F;ENGL 1102;C;;;Off Campus;1;188;3,1;SCHOOL 88;2;High School;3;College/Beyond;B;Bachelors;14;10;14;11;
7937900;18;M;BGD 3;N;N;General Business;Music;790;200808;ITDS 2735;D;;;;;200902;HIST 2111;F;PSYC 1101;C;;;Off Campus;1;0;2,06;SCHOOL 13;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;5;12;7;46980
7859418;18;F;BGD 3;Y;N;Music Performance;N;950;200608;POLS 1101;C;ENGL 1101;A;;;200702;ENGL 1102;INCOMPL;MUSC 1100;C;;;On Campus;1;188;3,6;SCHOOL 113;4;OtherUnknown;3;College/Beyond;B;Bachelors;13;13;16;13;
7885014;18;M;BGD 1;Y;N;Psychology;N;1110;200808;COMM 1110;B;ENGL 1101;B;MATH 1101;B;200902;ENGL 1102;INCOMPL;ITDS 2726;C;STAT 1127;B;Off Campus;1;69;3,46;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;15;15;14;14;
8023023;17;F;BGD 1;Y;N;Undeclared;N;1030;200708;HIST 2111;NOT REP;MUSC 1100;C;ENGL 1101;B;200802;ECON 2105;INCOMPL;ITDS 2735;C;HIST 2112;B;Off Campus;0;0;2,62;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;9;838980
7870643;18;F;BGD 3;Y;N;Biology;N;950;200908;COMM 1110;INCOMPL;POLS 1101;INCOMPL;ENGL 1101;D;201002;ENGL 1101;INCOMPL;ANTH 1105;C;MUSC 1100;B;On Campus;1;138;3,13;SCHOOL 236;2;High School;2;High School;B;Bachelors;16;7;16;9;103200
7787135;17;M;BGD 3;Y;N;Biology;N;910;200608;ENGL 1101;B;COMM 1110;A;MATH 1101;A;200702;HIST 2111;NOT REP;MATH 1111;C;ENGL 1102;B;On Campus;1;150;3,16;SCHOOL 38;3;CollegeBeyond;;No Information;B;Bachelors;16;16;18;18;
7914532;18;F;BGD 1;Y;N;Early Childhood Education;N;990;200608;HIST 2112;B;COMM 1110;A;;;200702;ITDS 2749;NOT REP;ANTH 1105;C;ENGL 1101;A;Off Campus;1;0;3,6;SCHOOL 1;4;OtherUnknown;4;Other/Unknown;B;Bachelors;16;12;17;14;883920
8005788;18;M;BGD 1;Y;N;Undeclared;N;1190;200808;HIST 2112;C;ENGL 1101;A;FREN 1002;A;200902;ANTH 1107;NOT REP;GEOL 1110;C;ENGL 1102;A;On Campus;1;69;3,12;SCHOOL 129;;No Information;;No Information;B;Bachelors;15;15;15;15;
7771480;18;F;BGD 1;Y;N;Early Childhood Education;N;1070;200808;ANTH 1105;B;HIST 2112;B;ITDS 2735;B;200902;ITDS 2726;NOT REP;MATH 1111;C;POLS 1101;B;Off Campus;0;69;3,87;SCHOOL 27;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;10;19;19;
7813162;18;F;BGD 1;Y;N;Nursing;N;1220;200508;COMM 1110;B;POLS 1101;B;MATH 1101;A;200602;CHEM 1151L;NOT REP;CHEM 1151;C;ARTH 1100;B;Off Campus;1;150;3,97;SCHOOL 78;2;High School;2;High School;B;Bachelors;14;14;13;13;295740
7792704;18;F;BGD 3;Y;N;Criminal Justice;N;870;200808;ECON 2105;C;CPSC 1105;B;;;200902;ANTH 1107;NOT REP;ITDS 1155;C;ARTH 1100;B;On Campus;1;69;3,75;SCHOOL 11;2;High School;2;High School;B;Bachelors;13;13;19;15;275580
7811704;16;M;BGD 3;Y;N;Biology;N;870;200808;ENGL 1101;C;CHEM 1211;B;CHEM 1211L;B;200902;HIST 2111;NOT REP;ECON 2105;C;ENGL 1102;C;Off Campus;1;150;3,14;SCHOOL 38;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;11;16;16;
7768488;18;F;BGD 1;Y;N;Undeclared;N;1070;200808;ARTH 1100;D;COMM 1110;B;ENGL 1101;B;200902;ANTH 1107;NOT REP;ECON 2106;C;FREN 1001;B;Off Campus;1;69;3,37;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;13;12;-347580
7889799;18;F;BGD 3;Y;N;Nursing;N;1070;200508;MATH 1111;D;HIST 2111;B;ARTH 1100;A;200602;CHEM 1151L;NOT REP;CHEM 1151;C;COMM 1110;B;On Campus;0;90;3,73;SCHOOL 63;2;High School;2;High School;B;Bachelors;14;14;16;16;
7906071;18;F;BGD 3;Y;N;Psychology;Early Childhood Education;790;200808;ARTH 1100;D;ENGL 1101;C;POLS 1101;C;200902;HIST 2111;NOT REP;ENGL 1102;C;SPAN 1001;C;Off Campus;1;0;2,81;SCHOOL 17;2;High School;3;College/Beyond;B;Bachelors;15;15;17;13;404700
7981653;18;M;BGD 3;Y;N;Computer Science - Games;N;990;200808;ENGL 1101;D;CPSC 1105;C;CPSC 1301;C;200902;HIST 2111;NOT REP;ARTH 1100;C;;;On Campus;1;188;2,39;SCHOOL 374;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;10;13;6;
8002589;18;F;BGD 3;N;N;Biology;N;910;200808;CHEM 1211;F;COMM 1110;C;CHEM 1211L;B;200902;HIST 2111;NOT REP;MATH 1111;C;ANTH 1105;B;Off Campus;1;69;3,53;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;9;12;12;
7928953;18;F;BGD 3;Y;N;Nursing;N;;200508;ITDS 2749;INCOMPL;MATH 1111;D;PSYC 1101;B;200602;CHEM 1151L;NOT REP;CHEM 1151;C;HIST 2112;B;On Campus;1;90;3,48;SCHOOL 143;2;High School;2;High School;B;Bachelors;13;13;18;18;421740
8010022;18;F;BGD 1;Y;N;Undeclared;N;1030;200608;ENGL 1101;B;CHEM 1151;A;CHEM 1151L;A;200702;MATH 1111;D;PSYC 1101;D;THEA 1100;B;Off Campus;1;150;2,69;SCHOOL 23;;No Information;;No Information;B;Bachelors;12;8;13;3;
7942342;18;M;BGD 1;Y;N;Biology;N;1030;200608;ENGL 1101;B;COMM 1110;A;THEA 1100;A;200702;ENGL 1102;D;POLS 1101;D;HIST 2112;C;Off Campus;1;0;3,57;SCHOOL 1;;No Information;;No Information;B;Bachelors;19;14;14;7;
7912408;18;F;BGD 3;N;N;Management Information Systems;N;990;200808;ENGL 1101;B;COMM 1110;A;;;200902;ECON 2105;D;MATH 1111;D;ENGL 1102;B;On Campus;0;382;3,63;SCHOOL 383;2;High School;3;College/Beyond;B;Bachelors;15;11;13;13;409644
7943966;18;F;BGD 3;Y;N;Biology;N;;200508;HIST 2111;C;COMM 1110;A;ENGL 1101;A;200602;ARTH 1100;D;MATH 1111;D;ENGL 1102;B;On Campus;1;0;3,37;SCHOOL 153;2;High School;4;Other/Unknown;B;Bachelors;16;16;14;8;399480
7979230;18;M;BGD 3;Y;N;Applied Computer Science;N;1220;200508;MATH 1111;D;CPSC 1301;A;ENGL 1101;A;200602;ARTH 1100;D;HIST 2112;D;POLS 1101;D;On Campus;1;138;3,46;SCHOOL 42;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;11;19;16;
7954793;18;M;BGD 1;Y;N;Accounting;N;1110;200808;COMM 1110;B;MATH 1111;B;;;200902;ECON 2105;D;HIST 2111;D;SPAN 1001;C;Off Campus;1;69;2,68;SCHOOL 10;2;High School;3;College/Beyond;B;Bachelors;15;15;15;6;647280
8000259;18;F;BGD 1;Y;N;Early Childhood Education;N;910;200508;ENGL 1101;B;HIST 2111;B;MATH 1101;B;200602;ANTH 1105;D;PSYC 1101;D;POLS 1101;D;On Campus;1;150;2,57;SCHOOL 23;3;CollegeBeyond;;No Information;B;Bachelors;13;13;16;12;
7845387;18;M;BGD 1;Y;N;Undeclared;N;950;200908;ENGL 1101;B;SOCI 1101;B;;;201002;HIST 2112;D;POLS 1101;D;CPSC 1105;C;On Campus;1;150;2,86;SCHOOL 325;2;High School;2;High School;B;Bachelors;16;12;13;13;548940
7800871;18;M;BGD 1;Y;N;Sociology;N;1150;200908;ENGL 1101;B;HIST 1112;B;SPAN 1001;B;201002;CPSC 1105;D;BIOL 1215K;D;ENGL 1102;C;On Campus;1;150;2,5;SCHOOL 121;2;High School;2;High School;B;Bachelors;15;15;13;13;747840
7833676;18;M;BGD 3;Y;N;History;N;910;201008;ENGL 1101;B;HIST 1112;B;HIST 2111;B;201102;COMM 1110;D;HIST 2112;D;ENGL 1102;C;On Campus;1;138;2,96;SCHOOL 159;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;12;
7969553;18;F;BGD 1;Y;N;Nursing;N;1070;200608;ARTH 1100;C;CHEM 1151;B;POLS 1101;B;200702;COMM 1110;D;PSYC 1101;D;ENGL 1102;B;On Campus;1;150;3,21;SCHOOL 140;2;High School;2;High School;B;Bachelors;15;12;16;4;
8002713;18;F;BGD 3;Y;N;Pre-Nursing;Early Childhood Education;870;200908;CHEM 1151;C;CHEM 1151L;B;ENGL 1101;B;201002;MUSC 1100;D;STAT 1127;D;HIST 2111;C;Off Campus;1;0;3,06;SCHOOL 13;2;High School;1;Middle School/Junior High;B;Bachelors;13;13;15;6;681600
